업체명,2017,2021,2022
(주)경서,1799.74,6363.4,4831.2
(주)디디에스,4092.69,10695.88,5459.09
(주)스테리싸이클코리아,34969.74,34929.56,16071.19
(주)아림환경,22463.8,17521.35,8941.49
(주)에코비트에너지경주,40417.03,30903.76,16013.73
(주)에코비트에너지광주,9801.84,8730.44,4772.3
(주)엔비텍코리아,6951.85,6039.99,3271.27
(주)이메디원,7705.06,18611.26,8712.33
도시환경(주),21655.49,17556.64,6224.84
엔씨메디(주),3248.72,3577.44,1823.79
주식회사 에코비트에너지,23205.36,23404.94,11210.32
주식회사 에코비트에너지경산,5986.01,14097.18,8153.73
창광실업(주),23639.27,19449.65,10535.81
